,symbol,emoji,kline,alert_price,Time_(MSK),resist_level,n_touches,conf_level,resist_length,max_ratio_p
1443,BEAMXUSDT,💥💥💥,1 kline,0.012222,2023-12-04 20:56:29.535000,0.01205,5.0,0.0,7.0,3.068
1444,ZECUSDT,🌊🌊🌊,2 kline,31.33,2023-12-04 20:52:50.681000,31.23,5.0,0.0,18.0,0.638
1445,CFXUSDT,🌊🌊🌊,2 kline,0.1943,2023-12-04 20:50:36.511000,0.192,3.0,0.0,44.0,6.433
1446,LUNA2USDT,🌊🌊🌊,2 kline,1.1188,2023-12-04 20:49:47.312000,1.0642,2.0,0.0,2.0,7.526
1447,BALUSDT,🌊🌊🌊,2 kline,4.125,2023-12-04 20:49:11.492000,4.107,1.0,0.0,1.0,2.788
1448,MEMEUSDT,🌊🌊🌊,2 kline,0.031772,2023-12-04 20:48:29.184000,0.031357,3.0,0.0,3.0,0.466
1449,TUSDT,💥💥💥,1 kline,0.02554,2023-12-04 20:41:15.085000,0.02551,7.0,0.0,34.0,0.626
1450,RIFUSDT,💥💥💥,1 kline,0.13164,2023-12-04 20:40:42.472000,0.1311,3.0,0.0,2.0,4.459
1451,IOSTUSDT,🌊🌊🌊,2 kline,0.009573,2023-12-04 20:36:40.046000,0.009517,4.0,0.0,6.0,2.894
1452,RLCUSDT,💥💥💥,1 kline,1.4997,2023-12-04 20:25:31.141000,1.4976,5.0,0.0,7.0,0.133
1453,JOEUSDT,💥💥💥,1 kline,0.4622,2023-12-04 20:20:59.962000,0.46,2.0,0.0,1.0,2.748
1454,BATUSDT,💥💥💥,1 kline,0.2444,2023-12-04 20:19:36.869000,0.2442,2.0,0.0,2.0,0.736
1455,BICOUSDT,🌊🌊🌊,3 kline,0.286,2023-12-04 20:15:31.669000,0.2847,2.0,0.0,2.0,3.112
1456,ZENUSDT,💥💥💥,1 kline,10.926,2023-12-04 20:11:26.605000,10.867,3.0,0.0,5.0,0.934
1457,PYTHUSDT,💥💥💥,1 kline,0.4068,2023-12-04 20:08:38.206000,0.4035,6.0,0.0,11.0,0.86
1458,MBLUSDT,🌊🌊🌊,2 kline,0.005371,2023-12-04 20:08:36.336000,0.005368,9.0,0.0,33.0,0.037
1459,TWTUSDT,💥💥💥,1 kline,1.2116,2023-12-04 20:08:35.266000,1.2072,1.0,0.0,1.0,1.618
1460,SFPUSDT,🌊🌊🌊,2 kline,0.713,2023-12-04 20:03:28.961000,0.7038,5.0,0.0,12.0,0.14
1462,TWTUSDT,🌊🌊🌊,2 kline,1.2056,2023-12-04 20:00:09.300000,1.2011,14.0,1.0,59.0,2.123
1463,C98USDT,🌊🌊🌊,2 kline,0.1923,2023-12-04 19:56:43.316000,0.192,3.0,0.0,1.0,0.468
1464,DODOXUSDT,💥💥💥,1 kline,0.13283,2023-12-04 19:54:41.483000,0.13242,1.0,0.0,1.0,0.008
1465,MAVUSDT,💥💥💥,1 kline,0.3216,2023-12-04 19:54:30.887000,0.3209,3.0,0.0,7.0,0.684
1466,GALAUSDT,🌊🌊🌊,2 kline,0.02765,2023-12-04 19:52:38.545000,0.02745,2.0,0.0,14.0,0.976
1467,BIGTIMEUSDT,💥💥💥,1 kline,0.5745,2023-12-04 19:52:17.981000,0.5639,4.0,0.0,10.0,7.572
1468,ACHUSDT,💥💥💥,1 kline,0.02136,2023-12-04 19:47:17.157000,0.02115,2.0,0.0,2.0,2.107
1469,COTIUSDT,🌊🌊🌊,2 kline,0.05763,2023-12-04 19:42:29.406000,0.05711,3.0,0.0,5.0,0.868
1470,VETUSDT,💥💥💥,1 kline,0.02366,2023-12-04 19:40:33.627000,0.02363,2.0,0.0,2.0,1.226
1471,RSRUSDT,💥💥💥,1 kline,0.00304,2023-12-04 19:36:36.334000,0.003037,5.0,0.0,11.0,0.691
1472,CTKUSDT,💥💥💥,1 kline,0.5526,2023-12-04 19:28:39.151000,0.549,4.0,0.0,5.0,0.977
1473,CTSIUSDT,🌊🌊🌊,2 kline,0.1652,2023-12-04 19:24:29.176000,0.1637,6.0,2.0,143.0,1.271
1474,STPTUSDT,🌊🌊🌊,2 kline,0.06518,2023-12-04 19:23:41.444000,0.0653,2.0,0.0,2.0,0.552
1475,CFXUSDT,💥💥💥,1 kline,0.1777,2023-12-04 19:15:31.305000,0.1773,3.0,0.0,13.0,9.398
1476,IOTXUSDT,🌊🌊🌊,2 kline,0.03234,2023-12-04 19:07:13.270000,0.03041,1.0,0.0,1.0,20.594
1477,AXSUSDT,💥💥💥,1 kline,6.665,2023-12-04 19:06:04.988000,6.618,4.0,0.0,14.0,2.311
1478,TOKENUSDT,🌊🌊🌊,2 kline,0.03448,2023-12-04 19:05:39.059000,0.03359,5.0,0.0,5.0,7.396
1479,GALUSDT,💥💥💥,1 kline,1.5176,2023-12-04 19:04:02.601000,1.4976,8.0,0.0,13.0,8.065
1480,SLPUSDT,🌊🌊🌊,2 kline,0.002498,2023-12-04 19:03:32.272000,0.002492,3.0,0.0,11.0,17.134
1481,KAVAUSDT,💥💥💥,1 kline,0.7969,2023-12-04 19:02:44.082000,0.7943,1.0,0.0,1.0,1.343
1482,1000LUNCUSDT,🌊🌊🌊,2 kline,0.24621,2023-12-04 19:02:25.239000,0.23859,2.0,0.0,18.0,5.073
1483,ORDIUSDT,💥💥💥,1 kline,40.29,2023-12-04 19:00:57.513000,40.173,3.0,0.0,12.0,3.994
1484,TRUUSDT,💥💥💥,1 kline,0.05837,2023-12-04 19:00:39.743000,0.05769,3.0,0.0,4.0,1.679
1485,TUSDT,💥💥💥,1 kline,0.02545,2023-12-04 18:56:15.239000,0.02541,3.0,0.0,7.0,2.475
1486,1000FLOKIUSDT,💥💥💥,1 kline,0.0357,2023-12-04 18:44:38.539000,0.03542,4.0,0.0,22.0,1.204
1487,HFTUSDT,💥💥💥,1 kline,0.3159,2023-12-04 18:31:20.578000,0.314,5.0,0.0,9.0,2.627
1488,EGLDUSDT,🌊🌊🌊,2 kline,51.47,2023-12-04 18:21:59.412000,51.23,6.0,1.0,65.0,0.913
1489,KASUSDT,💥💥💥,1 kline,0.14168,2023-12-04 18:13:52.467000,0.14102,5.0,1.0,64.0,0.678
1490,TWTUSDT,🌊🌊🌊,2 kline,1.1891,2023-12-04 18:06:23.882000,1.1857,7.0,0.0,44.0,1.522
1491,BAKEUSDT,🌊🌊🌊,2 kline,0.1731,2023-12-04 18:01:49.351000,0.1712,4.0,0.0,3.0,4.275
1492,IOTXUSDT,💥💥💥,1 kline,0.03024,2023-12-04 17:59:44.979000,0.03012,2.0,0.0,38.0,17.56
1493,BLZUSDT,💥💥💥,1 kline,0.27596,2023-12-04 17:57:57.710000,0.27432,5.0,0.0,3.0,0.634
1494,SFPUSDT,💥💥💥,1 kline,0.6918,2023-12-04 17:57:12.537000,0.6862,6.0,0.0,5.0,1.865
1495,BATUSDT,💥💥💥,1 kline,0.2441,2023-12-04 17:55:34.089000,0.2425,4.0,0.0,7.0,0.574
1496,AGIXUSDT,💥💥💥,1 kline,0.305,2023-12-04 17:54:22.826000,0.3033,4.0,0.0,36.0,0.59
1497,FETUSDT,🌊🌊🌊,2 kline,0.5263,2023-12-04 17:54:11.200000,0.5257,2.0,0.0,1.0,1.007
1498,TRUUSDT,💥💥💥,1 kline,0.05701,2023-12-04 17:48:32.650000,0.05666,4.0,0.0,18.0,3.491
1499,IMXUSDT,💥💥💥,1 kline,1.42,2023-12-04 17:46:51.543000,1.4062,4.0,0.0,1.0,0.62
1500,IMXUSDT,💥💥💥,1 kline,1.42,2023-12-04 17:46:51.543000,1.4062,4.0,0.0,1.0,0.62
1501,RENUSDT,💥💥💥,1 kline,0.06393,2023-12-04 17:41:58.130000,0.06338,1.0,0.0,1.0,3.316
1502,RLCUSDT,💥💥💥,1 kline,1.4914,2023-12-04 17:36:44.121000,1.4881,4.0,0.0,3.0,2.749
1503,XTZUSDT,💥💥💥,1 kline,0.874,2023-12-04 17:30:38.253000,0.863,2.0,0.0,12.0,0.229
1504,STRAXUSDT,💥💥💥,1 kline,1.0755,2023-12-04 17:24:49.855000,1.0745,4.0,0.0,9.0,0.177
1505,FTMUSDT,💥💥💥,1 kline,0.3123,2023-12-04 17:00:17.051000,0.3095,3.0,0.0,16.0,0.032
1506,ANKRUSDT,🌊🌊🌊,2 kline,0.02719,2023-12-04 16:56:57.474000,0.02715,4.0,0.0,3.0,0.699
1507,SNXUSDT,🌊🌊🌊,2 kline,3.723,2023-12-04 16:48:33.661000,3.716,4.0,0.0,20.0,0.134
1508,SNTUSDT,💥💥💥,1 kline,0.04405,2023-12-04 16:45:59.348000,0.04393,2.0,0.0,1.0,0.658
1509,CYBERUSDT,💥💥💥,1 kline,6.707,2023-12-04 16:41:53.382000,6.623,1.0,0.0,1.0,0.373
1510,SUSHIUSDT,💥💥💥,1 kline,1.4223,2023-12-04 16:41:52.146000,1.3783,1.0,0.0,1.0,1.652
1511,FLOWUSDT,🌊🌊🌊,2 kline,0.711,2023-12-04 16:33:38.581000,0.704,1.0,0.0,1.0,1.266
1512,CHRUSDT,🌊🌊🌊,2 kline,0.1513,2023-12-04 16:30:20.099000,0.1505,4.0,0.0,2.0,2.049
1513,1000FLOKIUSDT,💥💥💥,1 kline,0.03619,2023-12-04 16:25:37.323000,0.03609,1.0,0.0,1.0,0.083
1514,RENUSDT,💥💥💥,1 kline,0.06361,2023-12-04 16:23:56.503000,0.06333,6.0,0.0,24.0,3.836
1515,STXUSDT,💥💥💥,1 kline,1.0009,2023-12-04 16:21:58.612000,0.9657,1.0,0.0,1.0,5.935
1516,BLZUSDT,💥💥💥,1 kline,0.27353,2023-12-04 16:21:52.383000,0.27407,2.0,0.0,2.0,1.528
1517,STRAXUSDT,💥💥💥,1 kline,1.0813,2023-12-04 16:21:36.951000,1.079,5.0,0.0,27.0,1.184
1518,BATUSDT,💥💥💥,1 kline,0.2401,2023-12-04 16:21:26.304000,0.2391,2.0,0.0,1.0,4.706
1519,THETAUSDT,💥💥💥,1 kline,1.0771,2023-12-04 16:21:10.137000,1.0774,4.0,0.0,2.0,0.158
1520,SKLUSDT,💥💥💥,1 kline,0.04546,2023-12-04 16:19:27.246000,0.0452,2.0,0.0,6.0,0.242
1521,MASKUSDT,💥💥💥,1 kline,3.68,2023-12-04 16:12:54.533000,3.674,2.0,0.0,1.0,0.272
1522,ORBSUSDT,💥💥💥,1 kline,0.04382,2023-12-04 16:08:45.594000,0.04356,4.0,0.0,11.0,6.39
1523,KEYUSDT,💥💥💥,1 kline,0.006154,2023-12-04 16:07:44.267000,0.006134,5.0,0.0,9.0,0.162
1524,TUSDT,💥💥💥,1 kline,0.02458,2023-12-04 16:05:54.041000,0.02456,3.0,0.0,2.0,4.19
1525,SUIUSDT,💥💥💥,1 kline,0.6125,2023-12-04 16:05:43.306000,0.61,3.0,0.0,10.0,1.257
1526,MTLUSDT,💥💥💥,1 kline,1.6712,2023-12-04 16:02:24.325000,1.6646,7.0,0.0,23.0,5.224
1527,BSVUSDT,🌊🌊🌊,2 kline,51.64,2023-12-04 15:57:56.518000,51.58,6.0,0.0,18.0,0.349
1528,ARUSDT,💥💥💥,1 kline,8.197,2023-12-04 15:57:50.639000,8.187,4.0,2.0,106.0,0.195
1529,RUNEUSDT,🌊🌊🌊,2 kline,6.794,2023-12-04 15:53:40.592000,6.682,3.0,0.0,1.0,0.147
1530,ORDIUSDT,💥💥💥,1 kline,41.348,2023-12-04 15:44:58.172000,41.2,1.0,0.0,1.0,1.891
1531,IOTXUSDT,💥💥💥,1 kline,0.03059,2023-12-04 15:44:34.461000,0.02955,1.0,0.0,1.0,1.177
1532,BAKEUSDT,💥💥💥,1 kline,0.1687,2023-12-04 15:41:50.434000,0.1674,1.0,0.0,1.0,1.838
1533,EGLDUSDT,💥💥💥,1 kline,51.84,2023-12-04 15:38:48.054000,50.89,5.0,0.0,5.0,3.762
1534,SLPUSDT,💥💥💥,1 kline,0.002529,2023-12-04 15:36:59.499000,0.002518,2.0,0.0,6.0,0.474
1535,SANDUSDT,💥💥💥,1 kline,0.4306,2023-12-04 15:36:57.142000,0.427,2.0,0.0,28.0,0.65
1536,IMXUSDT,💥💥💥,1 kline,1.4357,2023-12-04 15:32:49.033000,1.428,3.0,0.0,48.0,2.459
1537,CVXUSDT,💥💥💥,1 kline,3.918,2023-12-04 15:32:37.218000,3.904,3.0,0.0,4.0,0.306
1538,POWRUSDT,💥💥💥,1 kline,0.2833,2023-12-04 15:29:08.037000,0.2821,4.0,0.0,22.0,0.777
1539,NTRNUSDT,💥💥💥,1 kline,0.6503,2023-12-04 15:19:57.265000,0.6292,2.0,0.0,1.0,15.331
1540,ARPAUSDT,💥💥💥,1 kline,0.05124,2023-12-04 15:04:43.726000,0.05103,1.0,0.0,1.0,0.781
1541,RIFUSDT,🌊🌊🌊,2 kline,0.1175,2023-12-04 15:02:45.786000,0.11548,2.0,0.0,2.0,16.519
1542,STXUSDT,💥💥💥,1 kline,0.8806,2023-12-04 14:57:51.567000,0.8626,2.0,0.0,2.0,19.521
1543,TRUUSDT,💥💥💥,1 kline,0.05764,2023-12-04 14:56:58.150000,0.05776,1.0,0.0,1.0,0.711
1544,SUSHIUSDT,🌊🌊🌊,2 kline,1.3196,2023-12-04 14:56:44.378000,1.2826,3.0,0.0,17.0,8.343
1545,BATUSDT,💥💥💥,1 kline,0.2324,2023-12-04 14:53:05.999000,0.232,3.0,0.0,1.0,8.176
1546,OXTUSDT,💥💥💥,1 kline,0.07522,2023-12-04 14:30:38.514000,0.07641,4.0,0.0,6.0,6.155
1548,IMXUSDT,💥💥💥,1 kline,1.4494,2023-12-04 14:06:39.968000,1.4425,4.0,0.0,5.0,1.49
1549,OCEANUSDT,💥💥💥,1 kline,0.5175,2023-12-04 14:05:36.126000,0.5201,2.0,0.0,4.0,1.739
1550,AUDIOUSDT,💥💥💥,1 kline,0.2219,2023-12-04 14:03:35.107000,0.2217,1.0,0.0,1.0,12.663
1551,NTRNUSDT,🌊🌊🌊,2 kline,0.6244,2023-12-04 13:51:42.297000,0.621,3.0,0.0,11.0,10.314
1552,1000BONKUSDT,💥💥💥,1 kline,0.006172,2023-12-04 13:46:47.270000,0.006161,2.0,0.0,2.0,1.102
1553,SUPERUSDT,💥💥💥,1 kline,0.6447,2023-12-04 13:43:32.543000,0.6359,2.0,0.0,3.0,12.471
1554,XVSUSDT,💥💥💥,1 kline,8.442,2023-12-04 13:40:27.898000,8.35,9.0,1.0,71.0,1.54
1555,RSRUSDT,💥💥💥,1 kline,0.00306,2023-12-04 13:35:38.546000,0.003048,3.0,0.0,5.0,0.261
1556,TRXUSDT,🌊🌊🌊,2 kline,0.10527,2023-12-04 13:30:09.588000,0.10509,13.0,0.0,19.0,0.076
1557,SNXUSDT,💥💥💥,1 kline,3.813,2023-12-04 13:29:14.363000,3.8,5.0,0.0,27.0,0.551
1558,KSMUSDT,🌊🌊🌊,2 kline,26.64,2023-12-04 13:21:43.925000,26.56,9.0,0.0,26.0,0.188
1559,AVAXUSDT,💥💥💥,1 kline,23.122,2023-12-04 13:13:08.074000,22.95,4.0,0.0,17.0,0.471
1560,THETAUSDT,💥💥💥,1 kline,1.0885,2023-12-04 13:12:38.009000,1.082,4.0,0.0,5.0,1.7
1561,ONEUSDT,💥💥💥,1 kline,0.01453,2023-12-04 13:10:37.975000,0.01441,4.0,0.0,3.0,0.964
1562,ALICEUSDT,💥💥💥,1 kline,1.211,2023-12-04 13:08:58.896000,1.21,2.0,0.0,18.0,1.404
1563,BLZUSDT,🌊🌊🌊,2 kline,0.26838,2023-12-04 13:02:56.391000,0.26783,3.0,0.0,17.0,1.204
1564,MANAUSDT,💥💥💥,1 kline,0.4646,2023-12-04 13:02:20.064000,0.4648,5.0,1.0,52.0,1.485
1565,JOEUSDT,💥💥💥,1 kline,0.4547,2023-12-04 12:54:45.468000,0.4528,5.0,0.0,7.0,7.016
1566,SEIUSDT,💥💥💥,1 kline,0.2955,2023-12-04 12:45:44.306000,0.2938,7.0,1.0,82.0,0.372
1567,AUDIOUSDT,💥💥💥,1 kline,0.2265,2023-12-04 12:44:40.052000,0.2261,2.0,0.0,1.0,0.044
1568,ZECUSDT,🌊🌊🌊,2 kline,31.83,2023-12-04 12:41:27.883000,31.7,15.0,1.0,58.0,0.283
1569,IMXUSDT,💥💥💥,1 kline,1.446,2023-12-04 12:40:28.195000,1.4389,9.0,0.0,41.0,1.598
1570,1000LUNCUSDT,💥💥💥,1 kline,0.26762,2023-12-04 12:39:49.109000,0.26139,2.0,0.0,3.0,0.759
1571,CHRUSDT,💥💥💥,1 kline,0.1551,2023-12-04 12:28:39.400000,0.1546,4.0,0.0,8.0,0.322
1572,CFXUSDT,💥💥💥,1 kline,0.1713,2023-12-04 12:27:19.223000,0.1704,1.0,0.0,1.0,0.992
1573,GALUSDT,💥💥💥,1 kline,1.5757,2023-12-04 12:25:24.328000,1.576,9.0,0.0,25.0,0.47
1574,TRXUSDT,🌊🌊🌊,2 kline,0.10592,2023-12-04 12:20:36.094000,0.10516,10.0,0.0,44.0,0.179
1575,LTCUSDT,💥💥💥,1 kline,74.64,2023-12-04 12:18:39.237000,74.24,3.0,0.0,3.0,0.67
1576,CAKEUSDT,💥💥💥,1 kline,2.4342,2023-12-04 12:16:57.345000,2.4144,6.0,1.0,71.0,0.85
1577,BICOUSDT,💥💥💥,1 kline,0.292,2023-12-04 12:10:53.792000,0.2918,3.0,0.0,2.0,0.171
1578,STXUSDT,💥💥💥,1 kline,0.8432,2023-12-04 12:08:48.292000,0.8393,8.0,1.0,78.0,0.368
1579,THETAUSDT,💥💥💥,1 kline,1.0974,2023-12-04 12:05:53.859000,1.0915,6.0,0.0,13.0,0.875
1580,RDNTUSDT,💥💥💥,1 kline,0.274,2023-12-04 12:03:46.522000,0.2702,4.0,0.0,5.0,1.095
1581,LDOUSDT,💥💥💥,1 kline,2.4809,2023-12-04 12:00:58.680000,2.4782,10.0,0.0,13.0,1.237
1582,ONEUSDT,💥💥💥,1 kline,0.0145,2023-12-04 11:55:28.247000,0.0144,3.0,0.0,2.0,1.517
1583,BONDUSDT,🌊🌊🌊,2 kline,4.033,2023-12-04 11:52:38.883000,4.011,7.0,0.0,44.0,0.397
1584,STRAXUSDT,💥💥💥,1 kline,1.1014,2023-12-04 11:49:17.165000,1.098,1.0,0.0,1.0,0.89
1585,POWRUSDT,💥💥💥,1 kline,0.29,2023-12-04 11:48:35.121000,0.2883,1.0,0.0,1.0,0.414
1586,BCHUSDT,🌊🌊🌊,2 kline,252.35,2023-12-04 11:44:40.981000,250.93,9.0,2.0,100.0,0.218
1587,WAVESUSDT,💥💥💥,1 kline,2.2562,2023-12-04 11:42:22.957000,2.248,15.0,2.0,112.0,0.226
1588,LQTYUSDT,💥💥💥,1 kline,1.634,2023-12-04 11:42:20.661000,1.6297,2.0,0.0,5.0,3.36
1589,STEEMUSDT,💥💥💥,1 kline,0.2648,2023-12-04 11:41:43.383000,0.2646,10.0,1.0,83.0,0.491
1590,ALICEUSDT,🌊🌊🌊,2 kline,1.197,2023-12-04 11:39:25.342000,1.191,3.0,1.0,54.0,2.59
1591,RIFUSDT,💥💥💥,1 kline,0.1229,2023-12-04 11:37:30.498000,0.12271,4.0,1.0,75.0,0.073
1592,SEIUSDT,💥💥💥,1 kline,0.2936,2023-12-04 11:35:52.830000,0.2931,3.0,0.0,19.0,1.022
1593,SUPERUSDT,🌊🌊🌊,2 kline,0.6236,2023-12-04 11:34:43.608000,0.584,3.0,0.0,31.0,3.159
1594,GTCUSDT,🌊🌊🌊,2 kline,1.142,2023-12-04 11:34:05.760000,1.134,2.0,0.0,5.0,4.641
1595,STGUSDT,🌊🌊🌊,2 kline,0.5964,2023-12-04 11:33:49.473000,0.5948,1.0,0.0,1.0,2.297
1596,FXSUSDT,💥💥💥,1 kline,8.921,2023-12-04 11:33:46.139000,8.97,3.0,0.0,7.0,0.123
1597,IOTXUSDT,💥💥💥,1 kline,0.02945,2023-12-04 11:24:52.316000,0.02929,2.0,1.0,56.0,0.102
1598,XLMUSDT,🌊🌊🌊,2 kline,0.12512,2023-12-04 11:21:51.532000,0.12462,10.0,1.0,59.0,0.304
1599,RENUSDT,💥💥💥,1 kline,0.0661,2023-12-04 11:20:43.334000,0.06578,5.0,0.0,14.0,0.741
1600,RENUSDT,💥💥💥,1 kline,0.0661,2023-12-04 11:20:43.334000,0.06578,5.0,0.0,14.0,0.741
1601,SFPUSDT,🌊🌊🌊,2 kline,0.6924,2023-12-04 11:20:18.539000,0.6885,9.0,0.0,41.0,0.246
1602,XRPUSDT,💥💥💥,1 kline,0.6393,2023-12-04 11:19:35.189000,0.6353,1.0,0.0,1.0,0.923
1603,LPTUSDT,💥💥💥,1 kline,6.718,2023-12-04 11:18:39.505000,6.707,12.0,1.0,81.0,0.759
1604,NKNUSDT,💥💥💥,1 kline,0.11526,2023-12-04 11:18:37.246000,0.11503,5.0,0.0,13.0,1.163
1605,SANDUSDT,💥💥💥,1 kline,0.4436,2023-12-04 11:18:31.296000,0.4431,10.0,0.0,12.0,0.451
1606,NTRNUSDT,💥💥💥,1 kline,0.652,2023-12-04 11:13:59.772000,0.6543,2.0,0.0,2.0,0.844
1607,WOOUSDT,💥💥💥,1 kline,0.23599,2023-12-04 11:12:46.851000,0.23312,3.0,0.0,2.0,2.661
1608,PEOPLEUSDT,🌊🌊🌊,2 kline,0.01402,2023-12-04 11:11:52.873000,0.01388,7.0,0.0,30.0,3.923
1609,BICOUSDT,💥💥💥,1 kline,0.2903,2023-12-04 11:08:43.861000,0.2898,6.0,0.0,14.0,0.758
1610,MBLUSDT,💥💥💥,1 kline,0.005581,2023-12-04 11:07:49.476000,0.005548,3.0,0.0,3.0,0.699
1611,CHRUSDT,💥💥💥,1 kline,0.1451,2023-12-04 11:07:24.581000,0.1438,4.0,0.0,16.0,7.65
1612,BNBUSDT,💥💥💥,1 kline,233.26,2023-12-04 11:00:55.282000,232.23,11.0,0.0,24.0,1.856
1613,1000SHIBUSDT,💥💥💥,1 kline,0.009413,2023-12-04 10:58:41.371000,0.009208,6.0,0.0,13.0,3.24
1614,KASUSDT,💥💥💥,1 kline,0.146,2023-12-04 10:57:35.431000,0.14649,8.0,0.0,13.0,3.178
1615,ARUSDT,💥💥💥,1 kline,8.315,2023-12-04 10:55:36.620000,8.341,4.0,0.0,24.0,0.794
1616,CVXUSDT,🌊🌊🌊,2 kline,3.98,2023-12-04 10:51:41.916000,3.981,6.0,0.0,25.0,0.603
1617,LUNA2USDT,💥💥💥,1 kline,1.1831,2023-12-04 10:44:59.769000,1.1439,1.0,0.0,1.0,1.952
1618,1000FLOKIUSDT,💥💥💥,1 kline,0.039,2023-12-04 10:38:50.644000,0.03849,1.0,0.0,1.0,1.282
1619,VETUSDT,🌊🌊🌊,2 kline,0.0241,2023-12-04 10:32:52.670000,0.02396,2.0,0.0,15.0,0.83
1620,ASTRUSDT,💥💥💥,1 kline,0.07225,2023-12-04 10:29:34.253000,0.07205,4.0,0.0,7.0,0.401
1621,OMGUSDT,💥💥💥,1 kline,0.6786,2023-12-04 10:27:57.883000,0.676,2.0,0.0,6.0,3.861
1622,UMAUSDT,💥💥💥,1 kline,2.006,2023-12-04 10:26:59.838000,1.999,4.0,0.0,18.0,1.844
1623,BIGTIMEUSDT,💥💥💥,1 kline,0.581,2023-12-04 10:17:00.012000,0.5722,2.0,0.0,1.0,13.494
1624,COTIUSDT,🌊🌊🌊,2 kline,0.05845,2023-12-04 10:16:51.371000,0.05696,7.0,1.0,85.0,0.411
1625,IMXUSDT,🌊🌊🌊,2 kline,1.4549,2023-12-04 10:16:37.867000,1.4383,10.0,2.0,114.0,0.756
1626,SKLUSDT,💥💥💥,1 kline,0.04617,2023-12-04 10:14:52.068000,0.04613,4.0,0.0,21.0,1.105
1627,ANKRUSDT,💥💥💥,1 kline,0.0275,2023-12-04 10:14:24.034000,0.02739,4.0,0.0,24.0,1.164
1628,TUSDT,🌊🌊🌊,2 kline,0.02513,2023-12-04 10:14:16.832000,0.02494,1.0,0.0,1.0,0.08
1629,EGLDUSDT,💥💥💥,1 kline,51.33,2023-12-04 10:12:58.258000,51.1,2.0,0.0,1.0,2.143
1630,HIGHUSDT,💥💥💥,1 kline,1.518,2023-12-04 10:12:18.448000,1.508,9.0,2.0,138.0,0.988
1631,RSRUSDT,💥💥💥,1 kline,0.002963,2023-12-04 10:11:29.881000,0.002939,5.0,0.0,14.0,3.105
1632,XVGUSDT,💥💥💥,1 kline,0.003758,2023-12-04 10:10:59.538000,0.003751,3.0,0.0,25.0,2.315
1633,LINAUSDT,🌊🌊🌊,2 kline,0.01093,2023-12-04 10:09:55.416000,0.01074,4.0,2.0,134.0,0.091
1634,GASUSDT,🌊🌊🌊,2 kline,8.289,2023-12-04 10:09:23.200000,8.232,9.0,0.0,14.0,0.446
1635,ALPHAUSDT,🌊🌊🌊,2 kline,0.10022,2023-12-04 10:09:17.858000,0.09906,4.0,0.0,14.0,0.738
1636,FXSUSDT,💥💥💥,1 kline,8.962,2023-12-04 10:08:33.900000,8.881,3.0,0.0,4.0,0.625
1637,BICOUSDT,💥💥💥,1 kline,0.2886,2023-12-04 10:07:39.412000,0.2862,10.0,1.0,97.0,1.351
1638,TOKENUSDT,💥💥💥,1 kline,0.03857,2023-12-04 10:04:43.014000,0.03821,2.0,0.0,1.0,3.059
1639,BELUSDT,💥💥💥,1 kline,0.6818,2023-12-04 10:04:27.551000,0.6739,6.0,2.0,107.0,0.059
1640,ROSEUSDT,💥💥💥,1 kline,0.08755,2023-12-04 10:02:32.721000,0.08727,1.0,0.0,1.0,1.451
1641,THETAUSDT,🌊🌊🌊,2 kline,1.0936,2023-12-04 09:58:07.373000,1.0871,5.0,0.0,6.0,0.21
1642,JASMYUSDT,💥💥💥,1 kline,0.005733,2023-12-04 09:57:45.729000,0.005601,2.0,0.0,5.0,1.169
1643,1000LUNCUSDT,💥💥💥,1 kline,0.24192,2023-12-04 09:56:49.106000,0.23775,2.0,0.0,3.0,15.249
1644,SEIUSDT,💥💥💥,1 kline,0.2948,2023-12-04 09:56:44.221000,0.2922,2.0,0.0,2.0,1.085
1645,BONDUSDT,💥💥💥,1 kline,4.124,2023-12-04 09:55:54.042000,4.096,4.0,0.0,5.0,0.63
1646,QNTUSDT,🌊🌊🌊,2 kline,102.58,2023-12-04 09:55:33.779000,102.52,1.0,0.0,1.0,1.053
1647,OCEANUSDT,💥💥💥,1 kline,0.5221,2023-12-04 09:55:26.583000,0.5171,3.0,0.0,2.0,1.398
1648,APTUSDT,💥💥💥,1 kline,7.613,2023-12-04 09:54:47.114000,7.526,4.0,0.0,4.0,0.486
1649,MINAUSDT,💥💥💥,1 kline,0.7588,2023-12-04 09:53:44.572000,0.7537,9.0,1.0,62.0,0.685
1650,SUPERUSDT,💥💥💥,1 kline,0.573,2023-12-04 09:51:35.139000,0.5628,2.0,0.0,2.0,11.152
1651,TRUUSDT,💥💥💥,1 kline,0.05913,2023-12-04 09:49:00.594000,0.05902,4.0,1.0,56.0,1.032
1652,JOEUSDT,🌊🌊🌊,2 kline,0.4457,2023-12-04 09:45:37.690000,0.4419,6.0,0.0,9.0,3.276
1653,NTRNUSDT,💥💥💥,1 kline,0.6347,2023-12-04 09:45:33.793000,0.6109,3.0,0.0,2.0,3.592
1654,API3USDT,🌊🌊🌊,2 kline,1.5899,2023-12-04 09:43:26.130000,1.5659,3.0,0.0,6.0,0.428
1655,FRONTUSDT,💥💥💥,1 kline,0.3684,2023-12-04 09:40:50.385000,0.3674,2.0,0.0,1.0,1.167
1656,SUSHIUSDT,🌊🌊🌊,2 kline,1.3248,2023-12-04 09:37:24.954000,1.3108,3.0,0.0,40.0,1.766
